1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	2
59	2
60	2
61	2
62	2
63	3
64	3
65	7
66	12
67	26
68	38
69	87
70	110
71	150
72	198
73	274
74	390
75	477
76	593
77	662
78	738
79	764
80	797
81	838
82	886
83	916
84	943
85	997
86	1075
87	1116
88	1210
89	1348
90	1433
91	1646
92	1966
93	2241
94	2530
95	2854
96	3200
97	3707
98	4041
99	4488
100	4853
101	5129
102	5451
103	5878
104	6933
105	7706
106	8407
107	8689
108	8767
109	8871
110	8926
111	8989
112	9012
113	9020
114	9021
115	9021
116	9021
117	9022
118	9023
119	9023
120	9023
121	9024
122	9026
123	9026
124	9026
125	9026
126	9026
127	9026
128	9024
129	9026
130	9026
131	9026
132	9026
133	9026
134	9028
135	9030
136	9031
137	9031
138	9031
139	9033
140	9033
141	9033
142	9033
143	9033
144	9033
145	9034
146	9033
147	9033
148	9033
149	9034
150	9036
151	9037
152	9038
153	9038
154	9038
155	9038
156	9038
157	9038
158	9038
159	9038
160	9038
161	9038
162	9038
163	9038
164	9035
165	9019
166	8995
167	8927
168	8843
169	8755
170	8552
171	8208
172	7969
173	7604
174	7291
175	6879
176	6491
177	6007
178	5617
179	5040
180	4660
181	4100
182	3780
183	3408
184	3053
185	2836
186	2626
187	2423
188	2200
189	1935
190	1798
191	1692
192	1600
193	1469
194	1398
195	1335
196	1261
197	1094
198	817
199	659
200	567
201	431
202	376
203	326
204	291
205	222
206	180
207	134
208	79
209	31
210	18
211	10
212	9
213	9
214	9
215	9
216	9
217	9
218	8
219	8
220	7
221	6
222	6
223	5
224	5
225	4
226	4
227	4
228	4
229	4
230	4
231	3
232	3
233	3
234	2
235	1
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
