1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	2
44	2
45	2
46	2
47	2
48	2
49	2
50	2
51	2
52	2
53	2
54	2
55	2
56	2
57	3
58	3
59	3
60	3
61	3
62	4
63	4
64	5
65	6
66	6
67	8
68	8
69	19
70	26
71	31
72	45
73	74
74	102
75	128
76	169
77	210
78	265
79	285
80	332
81	388
82	475
83	517
84	571
85	689
86	771
87	834
88	963
89	1171
90	1298
91	1560
92	1975
93	2282
94	2645
95	3083
96	3479
97	4176
98	4539
99	5162
100	5535
101	5799
102	6170
103	6562
104	7555
105	8163
106	8896
107	9100
108	9164
109	9238
110	9263
111	9308
112	9315
113	9322
114	9322
115	9324
116	9327
117	9327
118	9329
119	9330
120	9331
121	9331
122	9332
123	9332
124	9331
125	9333
126	9331
127	9332
128	9335
129	9335
130	9336
131	9339
132	9339
133	9338
134	9342
135	9347
136	9348
137	9350
138	9353
139	9354
140	9354
141	9355
142	9356
143	9356
144	9356
145	9357
146	9358
147	9358
148	9358
149	9358
150	9358
151	9358
152	9359
153	9359
154	9359
155	9360
156	9360
157	9360
158	9360
159	9360
160	9360
161	9360
162	9359
163	9359
164	9358
165	9343
166	9327
167	9279
168	9201
169	9135
170	8936
171	8593
172	8437
173	8118
174	7787
175	7351
176	6871
177	6128
178	5667
179	4943
180	4431
181	3677
182	3364
183	3021
184	2627
185	2365
186	2104
187	1857
188	1569
189	1262
190	1131
191	1047
192	976
193	858
194	798
195	728
196	663
197	515
198	308
199	194
200	144
201	82
202	56
203	43
204	39
205	34
206	30
207	28
208	17
209	12
210	12
211	10
212	8
213	8
214	8
215	7
216	5
217	4
218	4
219	4
220	3
221	3
222	3
223	2
224	2
225	2
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
